dataset,track_id,condition,snr_db,accomp,detector,precision,recall,f_measure,n_ref,n_est
vocadito,19,mix,0.0,Patrick Talbot - Set Me Free,madmom_cnn,0.2675438596491228,0.8356164383561644,0.4053156146179402,73,228
vocadito,19,separated,0.0,Patrick Talbot - Set Me Free,spectral_flux,0.48333333333333334,0.7945205479452054,0.6010362694300518,73,120
vocadito,19,separated,0.0,Patrick Talbot - Set Me Free,superflux,0.5483870967741935,0.6986301369863014,0.6144578313253012,73,93
vocadito,19,separated,0.0,Patrick Talbot - Set Me Free,madmom_cnn,0.7183098591549296,0.6986301369863014,0.7083333333333335,73,71
vocadito,19,mix,5.0,Patrick Talbot - Set Me Free,spectral_flux,0.23660714285714285,0.726027397260274,0.35690235690235694,73,224
vocadito,19,mix,5.0,Patrick Talbot - Set Me Free,superflux,0.23255813953488372,0.684931506849315,0.3472222222222222,73,215
vocadito,19,mix,5.0,Patrick Talbot - Set Me Free,madmom_cnn,0.2904761904761905,0.8356164383561644,0.431095406360424,73,210
vocadito,19,separated,5.0,Patrick Talbot - Set Me Free,spectral_flux,0.48717948717948717,0.7808219178082192,0.6,73,117
vocadito,19,separated,5.0,Patrick Talbot - Set Me Free,superflux,0.5483870967741935,0.6986301369863014,0.6144578313253012,73,93
vocadito,19,separated,5.0,Patrick Talbot - Set Me Free,madmom_cnn,0.7222222222222222,0.7123287671232876,0.7172413793103448,73,72
vocadito,2,clean,,Tom McKenzie - Directions,spectral_flux,0.4782608695652174,0.5789473684210527,0.5238095238095238,76,92
vocadito,2,clean,,Tom McKenzie - Directions,superflux,0.40540540540540543,0.19736842105263158,0.2654867256637168,76,37
vocadito,2,clean,,Tom McKenzie - Directions,madmom_cnn,0.5365853658536586,0.2894736842105263,0.37606837606837606,76,41
vocadito,2,mix,-5.0,Tom McKenzie - Directions,spectral_flux,0.19921875,0.6710526315789473,0.3072289156626506,76,256
vocadito,2,mix,-5.0,Tom McKenzie - Directions,superflux,0.22943722943722944,0.6973684210526315,0.34527687296416937,76,231
vocadito,2,mix,-5.0,Tom McKenzie - Directions,madmom_cnn,0.1796116504854369,0.4868421052631579,0.26241134751773054,76,206
vocadito,2,separated,-5.0,Tom McKenzie - Directions,spectral_flux,0.37815126050420167,0.5921052631578947,0.4615384615384615,76,119
vocadito,2,separated,-5.0,Tom McKenzie - Directions,superflux,0.5,0.21052631578947367,0.2962962962962963,76,32
vocadito,2,separated,-5.0,Tom McKenzie - Directions,madmom_cnn,0.7142857142857143,0.32894736842105265,0.45045045045045046,76,35
vocadito,2,mix,0.0,Tom McKenzie - Directions,spectral_flux,0.20987654320987653,0.6710526315789473,0.3197492163009404,76,243
vocadito,2,mix,0.0,Tom McKenzie - Directions,superflux,0.23529411764705882,0.6842105263157895,0.3501683501683502,76,221
vocadito,2,mix,0.0,Tom McKenzie - Directions,madmom_cnn,0.20212765957446807,0.5,0.28787878787878785,76,188
vocadito,2,separated,0.0,Tom McKenzie - Directions,spectral_flux,0.38461538461538464,0.5921052631578947,0.46632124352331605,76,117
vocadito,2,separated,0.0,Tom McKenzie - Directions,superflux,0.53125,0.2236842105263158,0.3148148148148148,76,32
vocadito,2,separated,0.0,Tom McKenzie - Directions,madmom_cnn,0.6842105263157895,0.34210526315789475,0.45614035087719296,76,38
vocadito,2,mix,5.0,Tom McKenzie - Directions,spectral_flux,0.22666666666666666,0.6710526315789473,0.33887043189368765,76,225
vocadito,2,mix,5.0,Tom McKenzie - Directions,superflux,0.22459893048128343,0.5526315789473685,0.3193916349809886,76,187
vocadito,2,mix,5.0,Tom McKenzie - Directions,madmom_cnn,0.22282608695652173,0.5394736842105263,0.3153846153846154,76,184
vocadito,2,separated,5.0,Tom McKenzie - Directions,spectral_flux,0.41,0.5394736842105263,0.46590909090909094,76,100
vocadito,2,separated,5.0,Tom McKenzie - Directions,superflux,0.5151515151515151,0.2236842105263158,0.3119266055045872,76,33
vocadito,2,separated,5.0,Tom McKenzie - Directions,madmom_cnn,0.6097560975609756,0.32894736842105265,0.42735042735042733,76,41
vocadito,20,clean,,Lyndsey Ollard - Catching Up,spectral_flux,0.4666666666666667,0.6774193548387096,0.5526315789473684,31,45
vocadito,20,clean,,Lyndsey Ollard - Catching Up,superflux,0.5135135135135135,0.6129032258064516,0.5588235294117647,31,37
vocadito,20,clean,,Lyndsey Ollard - Catching Up,madmom_cnn,0.5128205128205128,0.6451612903225806,0.5714285714285714,31,39
vocadito,20,mix,-5.0,Lyndsey Ollard - Catching Up,spectral_flux,0.38095238095238093,0.5161290322580645,0.4383561643835616,31,42
vocadito,20,mix,-5.0,Lyndsey Ollard - Catching Up,superflux,0.46875,0.4838709677419355,0.47619047619047616,31,32
vocadito,20,mix,-5.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.4375,0.6774193548387096,0.5316455696202531,31,48
vocadito,20,separated,-5.0,Lyndsey Ollard - Catching Up,spectral_flux,0.5952380952380952,0.8064516129032258,0.684931506849315,31,42
vocadito,20,separated,-5.0,Lyndsey Ollard - Catching Up,superflux,0.5882352941176471,0.6451612903225806,0.6153846153846154,31,34
vocadito,20,separated,-5.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.7407407407407407,0.6451612903225806,0.689655172413793,31,27
vocadito,20,mix,0.0,Lyndsey Ollard - Catching Up,spectral_flux,0.40425531914893614,0.6129032258064516,0.48717948717948717,31,47
vocadito,20,mix,0.0,Lyndsey Ollard - Catching Up,superflux,0.43243243243243246,0.5161290322580645,0.47058823529411764,31,37
vocadito,20,mix,0.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.44,0.7096774193548387,0.5432098765432098,31,50
vocadito,20,separated,0.0,Lyndsey Ollard - Catching Up,spectral_flux,0.6,0.7741935483870968,0.676056338028169,31,40
vocadito,20,separated,0.0,Lyndsey Ollard - Catching Up,superflux,0.5757575757575758,0.6129032258064516,0.59375,31,33
vocadito,20,separated,0.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.6666666666666666,0.7096774193548387,0.6875,31,33
vocadito,20,mix,5.0,Lyndsey Ollard - Catching Up,spectral_flux,0.3958333333333333,0.6129032258064516,0.4810126582278481,31,48
vocadito,20,mix,5.0,Lyndsey Ollard - Catching Up,superflux,0.4878048780487805,0.6451612903225806,0.5555555555555556,31,41
vocadito,20,mix,5.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.46296296296296297,0.8064516129032258,0.5882352941176471,31,54
vocadito,20,separated,5.0,Lyndsey Ollard - Catching Up,spectral_flux,0.6176470588235294,0.6774193548387096,0.6461538461538462,31,34
vocadito,20,separated,5.0,Lyndsey Ollard - Catching Up,superflux,0.59375,0.6129032258064516,0.6031746031746031,31,32
vocadito,20,separated,5.0,Lyndsey Ollard - Catching Up,madmom_cnn,0.6176470588235294,0.6774193548387096,0.6461538461538462,31,34
vocadito,21,clean,,Nerve 9 - Pray For The Rain,spectral_flux,0.6190476190476191,0.5360824742268041,0.574585635359116,97,84
vocadito,21,clean,,Nerve 9 - Pray For The Rain,superflux,0.6419753086419753,0.5360824742268041,0.5842696629213482,97,81
vocadito,21,clean,,Nerve 9 - Pray For The Rain,madmom_cnn,0.8243243243243243,0.6288659793814433,0.7134502923976608,97,74
vocadito,21,mix,-5.0,Nerve 9 - Pray For The Rain,spectral_flux,0.41025641025641024,0.4948453608247423,0.4485981308411215,97,117
vocadito,21,mix,-5.0,Nerve 9 - Pray For The Rain,superflux,0.4725274725274725,0.44329896907216493,0.4574468085106383,97,91
vocadito,21,mix,-5.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.4423076923076923,0.4742268041237113,0.4577114427860696,97,104
vocadito,21,separated,-5.0,Nerve 9 - Pray For The Rain,spectral_flux,0.4959349593495935,0.6288659793814433,0.5545454545454545,97,123
vocadito,21,separated,-5.0,Nerve 9 - Pray For The Rain,superflux,0.6263736263736264,0.5876288659793815,0.6063829787234042,97,91
vocadito,21,separated,-5.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.8208955223880597,0.5670103092783505,0.6707317073170731,97,67
vocadito,21,mix,0.0,Nerve 9 - Pray For The Rain,spectral_flux,0.4148148148148148,0.5773195876288659,0.48275862068965514,97,135
vocadito,21,mix,0.0,Nerve 9 - Pray For The Rain,superflux,0.4752475247524752,0.4948453608247423,0.4848484848484848,97,101
vocadito,21,mix,0.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.47619047619047616,0.5154639175257731,0.495049504950495,97,105
vocadito,21,separated,0.0,Nerve 9 - Pray For The Rain,spectral_flux,0.5409836065573771,0.6804123711340206,0.6027397260273972,97,122
vocadito,21,separated,0.0,Nerve 9 - Pray For The Rain,superflux,0.6666666666666666,0.6185567010309279,0.6417112299465241,97,90
vocadito,21,separated,0.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.8356164383561644,0.6288659793814433,0.7176470588235294,97,73
vocadito,21,mix,5.0,Nerve 9 - Pray For The Rain,spectral_flux,0.45517241379310347,0.6804123711340206,0.5454545454545455,97,145
vocadito,21,mix,5.0,Nerve 9 - Pray For The Rain,superflux,0.504424778761062,0.5876288659793815,0.5428571428571429,97,113
vocadito,21,mix,5.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.5089285714285714,0.5876288659793815,0.5454545454545455,97,112
vocadito,21,separated,5.0,Nerve 9 - Pray For The Rain,spectral_flux,0.5826086956521739,0.6907216494845361,0.6320754716981132,97,115
vocadito,21,separated,5.0,Nerve 9 - Pray For The Rain,superflux,0.6363636363636364,0.5773195876288659,0.6054054054054053,97,88
vocadito,21,separated,5.0,Nerve 9 - Pray For The Rain,madmom_cnn,0.7837837837837838,0.5979381443298969,0.6783625730994152,97,74
vocadito,22,clean,,We Fell From The Sky - Not You,spectral_flux,0.5,0.7111111111111111,0.5871559633027522,45,64
vocadito,22,clean,,We Fell From The Sky - Not You,superflux,0.5263157894736842,0.6666666666666666,0.5882352941176471,45,57
vocadito,22,clean,,We Fell From The Sky - Not You,madmom_cnn,0.6122448979591837,0.6666666666666666,0.6382978723404255,45,49
vocadito,22,mix,-5.0,We Fell From The Sky - Not You,spectral_flux,0.31092436974789917,0.8222222222222222,0.4512195121951219,45,119
vocadito,22,mix,-5.0,We Fell From The Sky - Not You,superflux,0.3711340206185567,0.8,0.5070422535211268,45,97
vocadito,22,mix,-5.0,We Fell From The Sky - Not You,madmom_cnn,0.3173076923076923,0.7333333333333333,0.4429530201342282,45,104
vocadito,22,separated,-5.0,We Fell From The Sky - Not You,spectral_flux,0.4578313253012048,0.8444444444444444,0.5937499999999999,45,83
vocadito,22,separated,-5.0,We Fell From The Sky - Not You,superflux,0.5517241379310345,0.7111111111111111,0.6213592233009709,45,58
vocadito,22,separated,-5.0,We Fell From The Sky - Not You,madmom_cnn,0.8,0.7111111111111111,0.7529411764705882,45,40
vocadito,22,mix,0.0,We Fell From The Sky - Not You,spectral_flux,0.29365079365079366,0.8222222222222222,0.4327485380116959,45,126
vocadito,22,mix,0.0,We Fell From The Sky - Not You,superflux,0.3673469387755102,0.8,0.5034965034965035,45,98
vocadito,22,mix,0.0,We Fell From The Sky - Not You,madmom_cnn,0.3804347826086957,0.7777777777777778,0.5109489051094891,45,92
vocadito,22,separated,0.0,We Fell From The Sky - Not You,spectral_flux,0.4186046511627907,0.8,0.549618320610687,45,86
vocadito,22,separated,0.0,We Fell From The Sky - Not You,superflux,0.5636363636363636,0.6888888888888889,0.6199999999999999,45,55
vocadito,22,separated,0.0,We Fell From The Sky - Not You,madmom_cnn,0.7674418604651163,0.7333333333333333,0.7499999999999999,45,43
vocadito,22,mix,5.0,We Fell From The Sky - Not You,spectral_flux,0.296875,0.8444444444444444,0.43930635838150284,45,128
vocadito,22,mix,5.0,We Fell From The Sky - Not You,superflux,0.35294117647058826,0.8,0.489795918367347,45,102
vocadito,22,mix,5.0,We Fell From The Sky - Not You,madmom_cnn,0.48,0.8,0.6,45,75
vocadito,22,separated,5.0,We Fell From The Sky - Not You,spectral_flux,0.5,0.8444444444444444,0.6280991735537189,45,76
vocadito,22,separated,5.0,We Fell From The Sky - Not You,superflux,0.5849056603773585,0.6888888888888889,0.6326530612244898,45,53
vocadito,22,separated,5.0,We Fell From The Sky - Not You,madmom_cnn,0.7674418604651163,0.7333333333333333,0.7499999999999999,45,43
vocadito,23,clean,,Skelpolu - Human Mistakes,spectral_flux,0.47761194029850745,0.6037735849056604,0.5333333333333333,53,67
vocadito,23,clean,,Skelpolu - Human Mistakes,superflux,0.44776119402985076,0.5660377358490566,0.5,53,67
vocadito,23,clean,,Skelpolu - Human Mistakes,madmom_cnn,0.59375,0.7169811320754716,0.6495726495726496,53,64
vocadito,23,mix,-5.0,Skelpolu - Human Mistakes,spectral_flux,0.29838709677419356,0.6981132075471698,0.4180790960451977,53,124
vocadito,23,mix,-5.0,Skelpolu - Human Mistakes,superflux,0.3114754098360656,0.7169811320754716,0.43428571428571433,53,122
vocadito,23,mix,-5.0,Skelpolu - Human Mistakes,madmom_cnn,0.3191489361702128,0.8490566037735849,0.46391752577319595,53,141
vocadito,23,separated,-5.0,Skelpolu - Human Mistakes,spectral_flux,0.4489795918367347,0.8301886792452831,0.5827814569536424,53,98
vocadito,23,separated,-5.0,Skelpolu - Human Mistakes,superflux,0.4666666666666667,0.7924528301886793,0.5874125874125875,53,90
vocadito,23,separated,-5.0,Skelpolu - Human Mistakes,madmom_cnn,0.7115384615384616,0.6981132075471698,0.7047619047619047,53,52
vocadito,23,mix,0.0,Skelpolu - Human Mistakes,spectral_flux,0.3,0.7358490566037735,0.42622950819672134,53,130
vocadito,23,mix,0.0,Skelpolu - Human Mistakes,superflux,0.31496062992125984,0.7547169811320755,0.4444444444444444,53,127
vocadito,23,mix,0.0,Skelpolu - Human Mistakes,madmom_cnn,0.3333333333333333,0.9056603773584906,0.4873096446700508,53,144
vocadito,23,separated,0.0,Skelpolu - Human Mistakes,spectral_flux,0.4329896907216495,0.7924528301886793,0.5599999999999999,53,97
vocadito,23,separated,0.0,Skelpolu - Human Mistakes,superflux,0.4868421052631579,0.6981132075471698,0.5736434108527132,53,76
vocadito,23,separated,0.0,Skelpolu - Human Mistakes,madmom_cnn,0.6981132075471698,0.6981132075471698,0.6981132075471698,53,53
vocadito,23,mix,5.0,Skelpolu - Human Mistakes,spectral_flux,0.3111111111111111,0.7924528301886793,0.4468085106382979,53,135
vocadito,23,mix,5.0,Skelpolu - Human Mistakes,superflux,0.3082706766917293,0.7735849056603774,0.4408602150537634,53,133
vocadito,23,mix,5.0,Skelpolu - Human Mistakes,madmom_cnn,0.35251798561151076,0.9245283018867925,0.5104166666666666,53,139
vocadito,23,separated,5.0,Skelpolu - Human Mistakes,spectral_flux,0.4878048780487805,0.7547169811320755,0.5925925925925926,53,82
vocadito,23,separated,5.0,Skelpolu - Human Mistakes,superflux,0.4714285714285714,0.6226415094339622,0.5365853658536586,53,70
vocadito,23,separated,5.0,Skelpolu - Human Mistakes,madmom_cnn,0.7037037037037037,0.7169811320754716,0.7102803738317758,53,54
vocadito,24,clean,,PR - Oh No,spectral_flux,0.5789473684210527,0.8461538461538461,0.6875,39,57
vocadito,24,clean,,PR - Oh No,superflux,0.6170212765957447,0.7435897435897436,0.6744186046511628,39,47
vocadito,24,clean,,PR - Oh No,madmom_cnn,0.75,0.7692307692307693,0.7594936708860761,39,40
vocadito,24,mix,-5.0,PR - Oh No,spectral_flux,0.2831858407079646,0.8205128205128205,0.42105263157894735,39,113
vocadito,24,mix,-5.0,PR - Oh No,superflux,0.2631578947368421,0.7692307692307693,0.392156862745098,39,114
vocadito,24,mix,-5.0,PR - Oh No,madmom_cnn,0.22916666666666666,0.8461538461538461,0.360655737704918,39,144
vocadito,24,separated,-5.0,PR - Oh No,spectral_flux,0.3148148148148148,0.8717948717948718,0.4625850340136054,39,108
vocadito,24,separated,-5.0,PR - Oh No,superflux,0.43037974683544306,0.8717948717948718,0.576271186440678,39,79
vocadito,24,separated,-5.0,PR - Oh No,madmom_cnn,0.6818181818181818,0.7692307692307693,0.7228915662650602,39,44
vocadito,24,mix,0.0,PR - Oh No,spectral_flux,0.28205128205128205,0.8461538461538461,0.4230769230769231,39,117
vocadito,24,mix,0.0,PR - Oh No,superflux,0.26785714285714285,0.7692307692307693,0.3973509933774834,39,112
vocadito,24,mix,0.0,PR - Oh No,madmom_cnn,0.23776223776223776,0.8717948717948718,0.3736263736263737,39,143
vocadito,24,separated,0.0,PR - Oh No,spectral_flux,0.36666666666666664,0.8461538461538461,0.5116279069767441,39,90
vocadito,24,separated,0.0,PR - Oh No,superflux,0.5084745762711864,0.7692307692307693,0.6122448979591837,39,59
vocadito,24,separated,0.0,PR - Oh No,madmom_cnn,0.7894736842105263,0.7692307692307693,0.7792207792207793,39,38
vocadito,24,mix,5.0,PR - Oh No,spectral_flux,0.27350427350427353,0.8205128205128205,0.41025641025641024,39,117
vocadito,24,mix,5.0,PR - Oh No,superflux,0.26956521739130435,0.7948717948717948,0.40259740259740256,39,115
vocadito,24,mix,5.0,PR - Oh No,madmom_cnn,0.26153846153846155,0.8717948717948718,0.40236686390532544,39,130
vocadito,24,separated,5.0,PR - Oh No,spectral_flux,0.45714285714285713,0.8205128205128205,0.5871559633027523,39,70
vocadito,24,separated,5.0,PR - Oh No,superflux,0.5918367346938775,0.7435897435897436,0.6590909090909091,39,49
vocadito,24,separated,5.0,PR - Oh No,madmom_cnn,0.8823529411764706,0.7692307692307693,0.8219178082191781,39,34
vocadito,25,clean,,Motor Tapes - Shore,spectral_flux,0.4772727272727273,0.5526315789473685,0.5121951219512196,38,44
vocadito,25,clean,,Motor Tapes - Shore,superflux,0.5263157894736842,0.5263157894736842,0.5263157894736842,38,38
vocadito,25,clean,,Motor Tapes - Shore,madmom_cnn,0.71875,0.6052631578947368,0.6571428571428571,38,32
vocadito,25,mix,-5.0,Motor Tapes - Shore,spectral_flux,0.24390243902439024,0.5263157894736842,0.3333333333333333,38,82
vocadito,25,mix,-5.0,Motor Tapes - Shore,superflux,0.24675324675324675,0.5,0.3304347826086957,38,77
vocadito,25,mix,-5.0,Motor Tapes - Shore,madmom_cnn,0.25,0.5263157894736842,0.3389830508474576,38,80
vocadito,25,separated,-5.0,Motor Tapes - Shore,spectral_flux,0.30864197530864196,0.6578947368421053,0.42016806722689076,38,81
vocadito,25,separated,-5.0,Motor Tapes - Shore,superflux,0.41304347826086957,0.5,0.45238095238095233,38,46
vocadito,25,separated,-5.0,Motor Tapes - Shore,madmom_cnn,0.6842105263157895,0.34210526315789475,0.45614035087719296,38,19
vocadito,25,mix,0.0,Motor Tapes - Shore,spectral_flux,0.26136363636363635,0.6052631578947368,0.36507936507936506,38,88
vocadito,25,mix,0.0,Motor Tapes - Shore,superflux,0.25316455696202533,0.5263157894736842,0.3418803418803419,38,79
vocadito,25,mix,0.0,Motor Tapes - Shore,madmom_cnn,0.28378378378378377,0.5526315789473685,0.375,38,74
vocadito,25,separated,0.0,Motor Tapes - Shore,spectral_flux,0.35,0.7368421052631579,0.47457627118644063,38,80
vocadito,25,separated,0.0,Motor Tapes - Shore,superflux,0.46153846153846156,0.47368421052631576,0.4675324675324675,38,39
vocadito,25,separated,0.0,Motor Tapes - Shore,madmom_cnn,0.782608695652174,0.47368421052631576,0.5901639344262294,38,23
vocadito,25,mix,5.0,Motor Tapes - Shore,spectral_flux,0.2653061224489796,0.6842105263157895,0.3823529411764706,38,98
vocadito,25,mix,5.0,Motor Tapes - Shore,superflux,0.30666666666666664,0.6052631578947368,0.4070796460176991,38,75
vocadito,25,mix,5.0,Motor Tapes - Shore,madmom_cnn,0.375,0.5526315789473685,0.44680851063829785,38,56
vocadito,25,separated,5.0,Motor Tapes - Shore,spectral_flux,0.3939393939393939,0.6842105263157895,0.5,38,66
vocadito,25,separated,5.0,Motor Tapes - Shore,superflux,0.4634146341463415,0.5,0.48101265822784817,38,41
vocadito,25,separated,5.0,Motor Tapes - Shore,madmom_cnn,0.8333333333333334,0.5263157894736842,0.6451612903225806,38,24
vocadito,26,clean,,Music Delta - 80s Rock,spectral_flux,0.6351351351351351,0.6438356164383562,0.6394557823129252,73,74
vocadito,26,clean,,Music Delta - 80s Rock,superflux,0.6811594202898551,0.6438356164383562,0.6619718309859155,73,69
vocadito,26,clean,,Music Delta - 80s Rock,madmom_cnn,0.803030303030303,0.726027397260274,0.7625899280575539,73,66
vocadito,26,mix,-5.0,Music Delta - 80s Rock,spectral_flux,0.5263157894736842,0.410958904109589,0.46153846153846156,73,57
vocadito,26,mix,-5.0,Music Delta - 80s Rock,superflux,0.6,0.3287671232876712,0.4247787610619469,73,40
vocadito,26,mix,-5.0,Music Delta - 80s Rock,madmom_cnn,0.5571428571428572,0.5342465753424658,0.5454545454545454,73,70
vocadito,26,separated,-5.0,Music Delta - 80s Rock,spectral_flux,0.684931506849315,0.684931506849315,0.684931506849315,73,73
vocadito,26,separated,-5.0,Music Delta - 80s Rock,superflux,0.7543859649122807,0.589041095890411,0.6615384615384615,73,57
vocadito,26,separated,-5.0,Music Delta - 80s Rock,madmom_cnn,0.8571428571428571,0.5753424657534246,0.6885245901639344,73,49
vocadito,26,mix,0.0,Music Delta - 80s Rock,spectral_flux,0.55,0.4520547945205479,0.49624060150375937,73,60
vocadito,26,mix,0.0,Music Delta - 80s Rock,superflux,0.6170212765957447,0.3972602739726027,0.48333333333333334,73,47
vocadito,26,mix,0.0,Music Delta - 80s Rock,madmom_cnn,0.6,0.5753424657534246,0.5874125874125874,73,70
vocadito,26,separated,0.0,Music Delta - 80s Rock,spectral_flux,0.7014925373134329,0.6438356164383562,0.6714285714285715,73,67
vocadito,26,separated,0.0,Music Delta - 80s Rock,superflux,0.7758620689655172,0.6164383561643836,0.6870229007633589,73,58
vocadito,26,separated,0.0,Music Delta - 80s Rock,madmom_cnn,0.9148936170212766,0.589041095890411,0.7166666666666667,73,47
vocadito,26,mix,5.0,Music Delta - 80s Rock,spectral_flux,0.6086956521739131,0.5753424657534246,0.5915492957746479,73,69
vocadito,26,mix,5.0,Music Delta - 80s Rock,superflux,0.6491228070175439,0.5068493150684932,0.5692307692307693,73,57
vocadito,26,mix,5.0,Music Delta - 80s Rock,madmom_cnn,0.6086956521739131,0.5753424657534246,0.5915492957746479,73,69
vocadito,26,separated,5.0,Music Delta - 80s Rock,spectral_flux,0.6753246753246753,0.7123287671232876,0.6933333333333332,73,77
vocadito,26,separated,5.0,Music Delta - 80s Rock,superflux,0.746031746031746,0.6438356164383562,0.6911764705882354,73,63
vocadito,26,separated,5.0,Music Delta - 80s Rock,madmom_cnn,0.9,0.6164383561643836,0.7317073170731706,73,50
vocadito,27,clean,,Triviul - Angelsaint,spectral_flux,0.46808510638297873,0.6470588235294118,0.54320987654321,34,47
vocadito,27,clean,,Triviul - Angelsaint,superflux,0.47619047619047616,0.5882352941176471,0.5263157894736842,34,42
vocadito,27,clean,,Triviul - Angelsaint,madmom_cnn,0.6829268292682927,0.8235294117647058,0.7466666666666667,34,41
vocadito,27,mix,-5.0,Triviul - Angelsaint,spectral_flux,0.27692307692307694,0.5294117647058824,0.36363636363636365,34,65
vocadito,27,mix,-5.0,Triviul - Angelsaint,superflux,0.27586206896551724,0.47058823529411764,0.34782608695652173,34,58
vocadito,27,mix,-5.0,Triviul - Angelsaint,madmom_cnn,0.3235294117647059,0.6470588235294118,0.4313725490196078,34,68
vocadito,27,separated,-5.0,Triviul - Angelsaint,spectral_flux,0.36666666666666664,0.6470588235294118,0.46808510638297873,34,60
vocadito,27,separated,-5.0,Triviul - Angelsaint,superflux,0.5135135135135135,0.5588235294117647,0.5352112676056339,34,37
vocadito,27,separated,-5.0,Triviul - Angelsaint,madmom_cnn,0.696969696969697,0.6764705882352942,0.6865671641791046,34,33
vocadito,27,mix,0.0,Triviul - Angelsaint,spectral_flux,0.3088235294117647,0.6176470588235294,0.4117647058823529,34,68
vocadito,27,mix,0.0,Triviul - Angelsaint,superflux,0.3384615384615385,0.6470588235294118,0.4444444444444445,34,65
vocadito,27,mix,0.0,Triviul - Angelsaint,madmom_cnn,0.33783783783783783,0.7352941176470589,0.462962962962963,34,74
vocadito,27,separated,0.0,Triviul - Angelsaint,spectral_flux,0.3888888888888889,0.6176470588235294,0.4772727272727273,34,54
vocadito,27,separated,0.0,Triviul - Angelsaint,superflux,0.5,0.5882352941176471,0.5405405405405405,34,40
vocadito,27,separated,0.0,Triviul - Angelsaint,madmom_cnn,0.8064516129032258,0.7352941176470589,0.7692307692307693,34,31
vocadito,27,mix,5.0,Triviul - Angelsaint,spectral_flux,0.36,0.7941176470588235,0.49541284403669716,34,75
vocadito,27,mix,5.0,Triviul - Angelsaint,superflux,0.3561643835616438,0.7647058823529411,0.4859813084112149,34,73
vocadito,27,mix,5.0,Triviul - Angelsaint,madmom_cnn,0.33766233766233766,0.7647058823529411,0.4684684684684685,34,77
vocadito,27,separated,5.0,Triviul - Angelsaint,spectral_flux,0.4489795918367347,0.6470588235294118,0.5301204819277109,34,49
vocadito,27,separated,5.0,Triviul - Angelsaint,superflux,0.5128205128205128,0.5882352941176471,0.547945205479452,34,39
vocadito,27,separated,5.0,Triviul - Angelsaint,madmom_cnn,0.84375,0.7941176470588235,0.8181818181818182,34,32
vocadito,28,clean,,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.4426229508196721,0.6136363636363636,0.5142857142857142,44,61
vocadito,28,clean,,Enda Reilly - Cur An Long Ag Seol,superflux,0.4528301886792453,0.5454545454545454,0.49484536082474223,44,53
vocadito,28,clean,,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.6829268292682927,0.6363636363636364,0.6588235294117647,44,41
vocadito,28,mix,-5.0,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.3466666666666667,0.5909090909090909,0.4369747899159664,44,75
vocadito,28,mix,-5.0,Enda Reilly - Cur An Long Ag Seol,superflux,0.31343283582089554,0.4772727272727273,0.3783783783783784,44,67
vocadito,28,mix,-5.0,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.37209302325581395,0.7272727272727273,0.49230769230769234,44,86
vocadito,28,separated,-5.0,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.39080459770114945,0.7727272727272727,0.5190839694656488,44,87
vocadito,28,separated,-5.0,Enda Reilly - Cur An Long Ag Seol,superflux,0.4426229508196721,0.6136363636363636,0.5142857142857142,44,61
vocadito,28,separated,-5.0,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.8378378378378378,0.7045454545454546,0.7654320987654323,44,37
vocadito,28,mix,0.0,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.35365853658536583,0.6590909090909091,0.4603174603174603,44,82
vocadito,28,mix,0.0,Enda Reilly - Cur An Long Ag Seol,superflux,0.34782608695652173,0.5454545454545454,0.4247787610619469,44,69
vocadito,28,mix,0.0,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.3953488372093023,0.7727272727272727,0.523076923076923,44,86
vocadito,28,separated,0.0,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.41333333333333333,0.7045454545454546,0.5210084033613445,44,75
vocadito,28,separated,0.0,Enda Reilly - Cur An Long Ag Seol,superflux,0.4444444444444444,0.5454545454545454,0.4897959183673469,44,54
vocadito,28,separated,0.0,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.7777777777777778,0.6363636363636364,0.7000000000000001,44,36
vocadito,28,mix,5.0,Enda Reilly - Cur An Long Ag Seol,spectral_flux,0.3516483516483517,0.7272727272727273,0.47407407407407404,44,91
vocadito,28,mix,5.0,Enda Reilly - Cur An Long Ag Seol,superflux,0.379746835443038,0.6818181818181818,0.4878048780487805,44,79
vocadito,28,mix,5.0,Enda Reilly - Cur An Long Ag Seol,madmom_cnn,0.4166666666666667,0.7954545454545454,0.546875,44,84
